id,Image,Title,Authors,Month,Year,College,Course,Type,Abstract
91,book_pic/image.jpg,A Five Year Financial Plan for Agno Metal Trade,"Banquito, Georgette I., Malasmas, Judy Ann M., Castañares, James Kenneth N., Rosas, Joshua M., Arboleda, Rosielyn C., Baquiran, Hanna Krystal C., Calamba, Mary Joy N., Labing-isa, Jenina Mae I., Ozaeta, Gian Lourielle U., Santiago, Natashja Raiza A., Solis, Diane Mae L. ",February,2017,PLM Business School,Bachelor of Science in Business Administration major in Finance Management,Undergraduate,"Agno Metal Trade is an importer, wholesaler and retailer. But this is steel distributor founded by Florence and Emiliano de Leon. Agno Has been trading quality stainless steel and other metal allied products since its establishment on May 17, 2002. It has a present net worth of Php 10,680,860. The entity aims to be acknowledged as a company providing quality product, honest and efficient service and sustainable employment with corporate social responsibility. According to the proponents’ intensive analysis of the firm's financial statements, that despite their wide range of high-quality products, Agno Metal Trade has acquired a significant amount of short-term loans. Based on their financial statements, the working capital of the entity is decreasing. Being inefficient in controlling their loans and receivables has led the entity to resort to debt financing and experience difficulties in meeting these short-term obligations. The proponents aim to provide Agno Metal Trade a certain action that would allow the entity to recover from financial leverage. This would serve as a steppingstone for the future growth of the performance and operation of the business. The proponents suggest long term debt refinancing and implementation of tighter credit collection policy while shifting sources of steel products to foreign suppliers as the solution to the entity's main problem which is the inability to meet their short-term obligations. The proponents highly recommend this course of action to be considered and performed. This strategy will enable the entity to increase its cash by 269% and reduce their loans payable and account receivables. This course of action will improve the interest rates and loan terms and thus increase the available cash for the payment of maturing obligations."
92,book_pic/image.jpg,A Five Year Financial Plan of Alpa Plumbing Works Inc. ,"Tiong, Eileen Kaye M., Mascardo, Alyanna B., Acuin, Maebel D., Aldamia, Rizza Ann A., Bautista, Luichie Shen M., Bautista, Michelle, Carriedo, Renzo D., Dela Cruz, Han Ryan Jenzelle M., Jamilo Jeanne M., Layan, Efren John T., Maxilom, Lovely A., Solina, Madelaine H., ",February,2017,PLM Business School,Bachelor of Science in Business Administration major in Finance Management,Undergraduate,"Alpa Plumbing Works, Inc. Is a construction and engineering company established in 1976 which is located in Quezon City and registered in Securities and Exchange Commission as a Stock Corporation in October 1996. As of the year 2016, Alpa Plumbing Works Inc. has more than 500 employees and is a member of Plumbing Contractors Association of the Philippines. With different tools in analyzing the entities 5 year financial statements, the analysts have come up to a problem that affects Alpa Plumbing Works Inc. It was found that the entity's major problem has a problem in minimizing its cost of sales due to unplanned ordering, the entity has an increasing level of inventories yearly and has also small cash balance. The entity has high expenses since the inventories are not properly budgeted. Through the entity’s problem this financial plan aims to solve all those problems further improvement of the entity’s inventory and lessens the cost of sale. With this, the proponents came up with three alternative courses of action (1) outsourcing of subcontractors,  (2) application of construction materials hedging and (3) application of weighted average costing. The ACA #1, which is the outsourcing of subcontractors, was chosen to solve the main problem. it was deemed to be the best among the three alternatives as recommendation of this paper to the Alpa Plumbing and Construction, Inc. The entity will search for subcontractors that offer low prices for their services. The subcontractors will also provide their own materials for plumbing; In effect, direct materials will be lessened and there will be no overhead costsThis will help the entity to lessen their cost of sales that continues to increase for the past 5 years. By lessening the entity's cost of sales or its expenses, the entity will generate better income. The alternative can result in an increase in profit since the inventoru will be minimize; in effect, it also minimizes the cost and avoid the risk of facing inventory surplis. This will also result to a faster liquidation of inventory due to fized price of materials, that manages the inventory efficiently."
93,book_pic/image.jpg,"A Five Year Financial Plan for Emerson Network Power, Inc. ","Gerardo, Michelle Ann C., Macalaba, Rafael S., Amon, Rose Dana A., Duran, Sandra L., Aguirre, Reillet Mae L., Kabiling, Christine Joy V., Pablo, Carla Mae S., Sena, Jason Vincent",February,2017,PLM Business School,Bachelor of Science in Business Administration major in Finance Management,Undergraduate,"This study is designed to create a financial plan of Emerson Network Power. The financial problem is mainly focused on the incapability of the entity to collect its receivable on time. The analysts used A5 year audited financial statements of the entity from 2011 to 2015 to make a financial analysis of the entity's problem. After carefully studying both internal and external environment of the entity, the financial ratios and historical data of the entity through their financial statements, the analysts come up to have three alternative courses of action. These are Accounts receivable factoring, Establishment of online collection system and Granting of trade discounts. Among these three courses of action, the analysts decided that Establishment of Online Collection System is the best suited course of action to implement based on the financial problems they have in the entity. With the use of forecasted financial statements of the entity, the analysts projected the financial statements of the entity after employing the selected course of action. The course of action used by the analysts was able to increase cash inflow of the entity by 25%, decrease receivables by 7% in the five-year span while also controlling costs and cutting it by 5%. This lead to an increase in the entities efficiency ratios: inventory turnover to 6x, which is 60 days and accounts receivable turnover by 2.5x equivalent to 145 days within the five-year span."
94,book_pic/image.jpg,A Five Year Financial Plan of Paco Soriano Pandacan Development Cooperative,"Dapito, Christy Anne M., Bagon, Maria Angelica M., Cabezas, Naiza Mae C., De Leon, Dennis Marco, Delos Reyes, Marianne Rose B., Llapitan, Chestine Claire B., Pamplina, Karen R., Patani, Edlyn R., Ramirez, Sheene Mae L., Santiago, Ericka Joy M., Santos, George Alex L., Tiu, Carl Laurence E. ",February,2017,PLM Business School,Bachelor of Science in Business Administration major in Finance Management,Undergraduate,"Paco Soriano Pandacan Development Cooperative (PSPDC) was built up in 1977 to help the market sellers of 5th and 6th locale of Manila. It serves as an intermediary in terms of credit cooperatives; Accepting deposits and allowing advances. As of the year 2016, the cooperative has now achieved more than 3000 members that classified PSPDC as a large endeavor, expanding its benefits and income. Using different tools in analyzing the financial statements of the entity, the proponents have come up that the PSPDC has increasing amount of past due and loan receivables. The entity's delinquency rate is increasing due to the increasing amount of past dues. This problem also exposes the loans receivables to probable loss. To solve these problems, the proponents have come up with three alternative courses of action. The first one is the Electronic Payment and Client-Contact strategy, the second is the use of Factoring and the last one is the Modification of the Cooperative’s Credit Policy. After carefully analyzing the three alternatives, ACA # 3, which is to modify the credit policy, was chosen this alternative can decrease the amount of past due as well as the risk of probable losses from the loans receivables."
95,book_pic/image.jpg,Five Year Financial Plan of Ark Travel Express Inc. ,"Saulog, Danah Marie C., Dimawala, Daeniel Cedric A., Manuel, Frances Dennielle R., Nace, Christine L., Adrimisin, Michaela C., Cangco, Aled Mikhaela A., Crisostomo, Jermaine Agnes S., Pabustan, Mary Claire R., Santos, Marco Gabriel T., Ygaña, Denise Angela M. ",February ,2018,PLM Business School,Bachelor of Science in Business Administration major in Finance Management,Undergraduate,"Ark travel express is one of the largest travel entry some companies in the Philippines. The entity has been in business for over 32 years and has multiple awards from international and domestic organizations. The entity generates revenue from Commission earned from automated the airline reservation and ticketing documentation, tour packaging cruises, hotels/resorts accommodation, meetings, conferences and events management, transportation services and condominium rentals. Entity’s cash from operating activities focuses on the cash inflows and outflows from the entity's main business activities of buying and selling merchandise, providing services, etc. The entity's financial position for the past five years is mostly composed of assets and equity. The entity is mainly financed by their shareholders wealth. In terms of liquidity, there's high amount of assets due to the entity's accounts receivable. In terms of profitability, the entity has an unfavorable return on assets for the past years based on cut offs. It indicates that the entity's assets are sitting idle and not making enough income from the use of its assets. In terms of efficiency, the entity's account receivables from year 2012 to 2016 indicate ineffective credit policies or collection efforts because of the uptrend line when graphed. With the given problems identified, the general objective of this financial is to improve the entities overall cash management to further address the problems in cash receivables, unutilized assets and its return on equity. The proponents initially proposed an implementation of credit policy to resolve the entity’s short-term problem about its receivables before proposing alternative actions to improve the entity's financial position in the long run. Their proponents come up with three (3) possible alternative courses of action that may aid the specific problems of the company. First, the expansion project by establishing six (6) branches in SM Malls which is expected to promote the name of the company and widen its market reach. Second, website development to integrate online travel bookings will further improve its profitability and reputation. Third, is to acquire and operate on in in Cebu City which will be profitable in the long run and will serve as an additional investment of the entity. In order to address the problem of cash management of the entity, they're proponents after a careful analysis recommended the third alternative course of action which is to acquire and operate an Inn in Cebu as an additional investment. It best fits the criteria given on the decision matrix which was based on the entity's needs in order to improve its performance and financial standing."
96,book_pic/image.jpg,A Five Year Financial Plan for Everfirst Loans Corporation," Mines, Rona Joyce T., Bumatay, Peaverl Kate G., Igup, Ma. Cristina P., Lim, Herschel Kim P., Mabilangan, Michelle, Masilang, Marwin S., Moreno, Phoebe Kate L. Niza, May Angela D., Patron, Angelika C., Quintana, Deanne M., Reodique, Robel Mae S. ",February,2017,PLM Business School,Bachelor of Science in Business Administration major in Finance Management,Undergraduate,"EverFirst Loans Corp. is a member of Lending Investors Federation which provides short-term pension loans to Social Security system (SSS) pensioners in the Philippines. That the entity was established in 1997 and its first branch was in Novaliches. It is a non-stock corporation and is registered in Securities and Exchange Commission (SEC) in November 2011 as a lending investor. At present, EverFirst Loans Corporation has 83 branches nationwide with more than 400 employees. The analysts used different methods and tools to identify the entities problems. Such tools are horizontal and vertical analysis, trend analysis, financial ratios; Altman’s Z” scores and regression analysis. From the past five years, the entity has administrative expense of 154%, 238.53%, 209.51%, and 210.91%. Upon analyzing the entity's financial position, the analysts discovered that the entity is experiencing high operating costs from years 2011 to 2015 that hinders them from generating higher incomes. To achieve the financial objective which is to lower the entities operating costs by 28% for the next five years, the analysts proposed Cost Minimization in order to reduce its expenditures. This will also help the entity improve its profitability to help them to become more stable. The proposed alternative course of action will help the entity decrease its administrative expense by 18%, decrease in cost of revenue by 1% and increase the net income by 3.5 times for every succeeding year and improve the entities cashflow."
97,book_pic/image.jpg,A Five Year Financial Plan for Triple Excellence Marketing Services Inc. ,"Mangubat, Vince Joseph O., Adarlo, John Karlo V., Corpuz, Precious S., Idiesca, Serge Ann O., Onaro, Christian Angelo T., Pamiloza, Patrick Gabriel, Pantia, Aeroll John P., Tuble, Clarisse Joan E., Villeza, Kamille N. ",February,2018,PLM Business School,Bachelor of Science in Business Administration major in Finance Management,Undergraduate,"The entity triple excellence marketing services, Inc. Has been performing great as to its income for as far back as three years of its tasks. Be that as it may, if this is determined to have a few issues related with its accumulations of receivables. Besides, the entities additionally encountering liquidity and is inadequate as far as money to cover up its liabilities and costs which results to more liability than its owners’ equity. It's additionally requires a long stretch of investment for the entity to create deals utilizing its benefits the impetus of these changes expected to continue. This study aims to evaluate and provide possible solutions as alternative courses of action to overcome the diagnosis problem of the company. The focus is specifically to improve the liquidity of the company and specifically to reduce the average number of day in collections to 45 days, collect cash to correct the cash ratio to slightly nearly 1 till year 2022, to create a schedule for collections of assets specifically receivable for five years. A lack of solution to the problem was identified and three alternative solutions were subsequently designed. Methods of analysis include trend, horizontal and vertical analysis as well as ratios such as Debt, Current and Quick ratios. Other calculations include rates of return on Shareholders’ Equity and Total Assets and earnings per share to name a few. All calculations can be found in the appendices. Results of data analyzed almost all ratios are below industry averages. In particular, comparative performance is poor and the areas of profit margins, liquidity, credit control, and collection management. The evaluation finds the prospects of the company in its current position are not positive period the major areas of weakness require further investigation and remedial action by management. After in-depth investigation facts and information assembled on Triple Excellence Marketing Services Inc. And further examination of its money related articulations, the advocates have picked and prescribed alternative course of action 3, which is using factoring method to collect the past and incoming credit sales. The activity requires gathering solicitation to be conveyed in a month prior to the receivables duty without harming its client relationship and generosity. At most possible time the management will create its surveyor to a sort its client from good to bad credit rating. Afterward is the invoicing or selling of outstanding receivable from sales with assistance and work of Factor Company. It causes the entity to improve their gathering of their receivables to solve the company's dilemma in their account receivables. With activity accounts receivables will be observed and assembled on time that outcome to build the sources of income of the organization and the liquidity position of the organization will enhance the accessibility of the cash will increment."
98,book_pic/image.jpg,A Five Year FInancial Plan for Manila Hotel Corporation ,"Rimon, Marc Khristian B., Mercado, Chloue Danielle G., Lee, Veronikka Anne I., Juanico, Sheena Lilia B., Acosta, Berlinda G., Caisip, Joaquin Jake P., Corpuz, Veronica Ann A., Cunanan, Janten Andrei E., Guce, Mark Angelo B., Niaga, Kyle Alexander C. ",February,2018,PLM Business School,Bachelor of Science in Business Administration major in Finance Management,Undergraduate,"Manila Hotel Corporation was established on July 4, 1912 to provide the comfortable place to stay, to provide the best possible experience for its guests, and to promote immigration and travel to the Philippines. It is located at One Rizal Park, Manila. As of the end of 2016, Manila Hotel offers 570 rooms for its guests and available amenities like swimming pool, spa, health club, room services, concierge, souvenir shop, medical clinic and restaurant known as Café Ilang-Ilang. The entity also offers events place for weddings, debuts, or banquets for the past years. using different tools in analyzing the financial statements of Manila Hotel Corp, the proponents concluded that the entity has an increasing need of funds due to its increasing operating expenses and past due accounts. The entity also has negative working capital because of high short-term liabilities compared to its current asset. In order to solve these problems, the proponents have come up with three different alternative courses of action - Joint Venture, Merger, and Leveraged Buyout. After carefully analyzing these alternatives based on the criteria established by the proponents, alternative course of action #1, which is to engage in a Joint Venture. This alternative course of action will improve the working capital, administrative expenses, and solvency of the entity."
99,book_pic/image.jpg,A Five Year Financial Plan of SteelAsia Manufacturing Corporation,"Caliba, Karla A., Ang, Celine Alison T., Bragais, Hazel B., Dela Cruz, Dominique Lyn A., Eugenio, Florianne B., Gordola, Jevin Louie B., Juruena, Jessica Lindsay P., Manansala, Maria Angelika O., Navasca, Mary Antonette R., Punzal, Cristaleen B., Reformina, Ivan Kim S., Sabino, Mariah Olin B. ",February,2017,PLM Business School,Bachelor of Science in Business Administration major in Finance Management,Undergraduate,"SteelAsia Manufacturing Corporation is 100% Filipino owned company which manufactures and supplies reinforcing steel bars for infrastructure, high-rise, commercial model, school and office, factory, residential, tourism, industrial, and power plant construction projects. It also offers cutting and bending, rebar threading, and mechanical coupler supply services. The company as a manufacturer is part of the solution to country growth, expanding to meet the growing needs and demand of the Philippines. SteelAsia could increase their rebar production from 279,000 tons of rebar in 2006 to 1.2M tons in 2013 which means they are capturing nearly half of the rebar market share in the Philippines. Rebar is an important backbone component of a growing economy with a steadily increasing number of construction projects in the country such as transport infrastructure, residential buildings, industrial plants, and tourism infrastructure. However, As for financial performance from 2011 to 2015 in terms of liquidity, SteelAsia is at risk since it shows that the company is illiquid of its cash and receivables. Meanwhile majority of the company's current asset is composed of receivables and inventories which is greater than the company's cash. Also, the company's net profit margin has any increasing trend because it is greater than the previous year's net profit margin but it was considered drastic because of too high cost expenses of the company from its operation. Lastly, in terms of their solvency from 2011 to 2015 wherein most of the company's assets is financed through debt resulting to a high debt-to- equity ratio. It means that the company is funded by its borrowings more than its investors causing the debt to increase. As further discussion made by the researchers, the main problem of the SteelAsia is on their liquidity. Also, the company is in immense threat that they would not be able to pay its obligations by equity alone. Open analyzing and evaluating the company's financial position, the researchers have come up to the recommendation that the company should increase their authorized capital stock for the issuance of additional common shares. This alternative course of action will increase the company's cash by 20% and decrease the company's total liabilities by 20% in both 3 years. The implementation of the proposed alternative course of action, and after the projected financial statements have been made, the company's financial performance in terms of liquidity, profitability, solvency, and efficiency ratios have improved significantly as compared to the previous financial data. "
100,book_pic/image.jpg,A Five Year Financial Plan for Roxas Food Ventures Inc. ,"Tapispisan, Julius Edward B., Jimenez, Kathleen D., Bautista, Maria Carmela M., Ulitin, Lyza V., Amar, Justin Gabel L., Dumlao, Maria Vanessa dL., Ibardaloza, Julie Ann S., Mantala, Alyssa Marielle I., Ocampo, Lyra Faith E., Ruben Solomon Jericho N., ",February,2018,PLM Business School,Bachelor of Science in Business Administration major in Finance Management,Undergraduate,"This report provides an analysis and evaluation of the current and prospective profitability, liquidity and financial stability of Roxas Food Ventures Inc. Methods of analysis include trend, horizontal and vertical analysis as well as ratios such as leverage, growth potential and efficiency ratios. Other calculations include rates of return on Shareholders’ Equity and Total Assets and Debt to equity to name a few. All calculations can be found in the appendices. The Roxas Food Ventures, Inc. is a food / restaurant type of company doing business under the name and style of The Aristocrat; The Aristocrat Restaurant; The Aristocrat Bakeshop; The Aristocrat Barbecue and Grill; The Aristocrat Restaurant and Soda Fountain. The Aristocrat restaurant was founded by Lola Asiang in 1936. Started as a small eatery, it now enjoys massive popularity for its traditional Filipino delicacies. Aristocrat, though an established entity, after analyzing the five-year financial statements (2012 to 2016), The company seems to have a few problems in their expenses and this affects their profitability. In 2016, their cash and cash equivalents is significantly low. Also, they cannot generate enough cash from their operations to cover up their current obligations. Lastly the company is not operating profitably. The financial plan provides different courses of action to overcome the discovered problem of the entity. With this, the proponents recommend to adapt Cost Reduction and Pricing Strategy which aims to reduce cost and increase profit at the same time."
101,book_pic/image.jpg,Feasibility Study: Employees Provident Fund,"Cruz, Bianca R., Balcos, Dexter B., Campano, Hannah Cecille M., Macadangdang, Cristine Jorge A., Alquero, princess Diane G., Dela Cruz, Maria Astrud A., Garrate, Mary Faith T., Salgado, Honey Licca E., Sison, Daryl rose P. ",February,2018,PLM Business School,Bachelor of Science in Business Administration major in Finance Management,Undergraduate,"A provident fund is characterized as a savings scheme compromising of contributions from both the employees and the employer which functions as loan facility and provides retirement, separation, and other supplementary benefits to the employees’ welfare. The researchers have made a proposal to establish a Provident fund in Pamantasan ng Lungsod ng Maynila. The Pamantasan ng Lungsod ng Maynia Provident Fund Shall be the bridge which connects the PLM employees to an improved quality of life even after they have finished offering their service to the University. The PLMPF Is also aiming to compensate for and supplement the incomparable labor and service that its employees have rendered for the University which will help boost their morale and improve their quality of life while still upholding the values of the University. The researchers aim to establish a provident fund in Pamantasan ng Lungsod ng Maynila in order to be able to supplement and compensate the hard work rendered by its employees. The researchers have proposed a Provident Fund scheme to be operated once approved. Membership in the Provident Fund is voluntary. The permanency of the workers eligible to be a member shall be subject upon the Board of Trustees, which will be composed of a healthy combination of top to middle management employees and rank and file employees in order that every sector of the workforce is well represented. The Provident Fund’s capital would originate from the local appropriations of the University. The member-employees shall contribute 5% of their monthly salary. And the monthly 10% contribution should come from the University itself. The proposed Provident Fund should likewise take part in time deposit as its investment and shall offer only one type of loan to its member-employees. Upon the retirement of the member employees, they shall get all their contributions plus, an additional of the same amount provided for by the University."
102,book_pic/image.jpg,"A Five Year Financial Plan for Red Ribbon Bakeshop, Inc. ","Banaag, Alezandra Isabel A., Cano, Ariel S., Catbagan, Sol Marie Ann S., Esguerra, Julienne M., Magtangob, Yzel P., Mateo, Beatriz Joy M., Pascua, Patrishia Marie N., Sangle, Marjorie M., Sese, Nicola Ellaine T., Sumaculub, Kimberly M., Villa, John Maverick E.",February,2017,PLM Business School,Bachelor of Science in Business Administration major in Finance Management,Undergraduate,"Red Ribbon Bakeshop Incorporated (RBBI) it's proudly Filipino owned and professionally run business. With its acquisition in October 2005 by Jollibee Foods Corp, Red Ribbon entered a new phase in its entity history. It soon became one of the biggest and fastest growing bakeshops in the Philippines and has taken part in every Filipino special moments. Red Ribbon aims to be the leader in the bakeshop industry and the most loved bakeshop brand in the Philippines. Red Ribbon Bakeshop incorporated has been for performing well as to its revenue all throughout the years period however, it is having difficulties managing the different costs related to its operation. Moreover, the entity is also experiencing a downtrend on its cash and cash equivalents and its operating profit is low due to high cost. This financial plan provides different courses of actions to overcome the discovered problem of the entity. With this, the proponents recommend to adapt the Lean Manufacturing Process which aims to minimize cost by reducing waste in the process of manufacturing."
103,book_pic/image.jpg,"Five Year Financial Plan of The Caramel Pearl, Inc. ","Lorenzo, Loise Anne S., Eustaquio, Kamille Joy Z., Colastre, Monalyssa T, Aparicio, Maricel B., ALac, Anthony Mark E., Gasatan, Faye Krishna S., Ribano, Shaira Marie G., Rodriguez, Rina Joyce R., Sesuca, Leilanie A. ",February,2017,PLM Business School,Bachelor of Science in Business Administration major in Finance Management,Undergraduate,"Caramel Pearl Inc. Has been in the manufacturing industry for more than four decades. It was established on year 1972 when they first introduced to Rustan’s store their first product which is the caramel popcorn. Year 2014, Goldilocks Bakeshop Inc. acquired the entity and by then it was known for manufacturing and distributing their classic caramel popcorn and polvoron. Aside from Goldilocks, caramel Pearl Inc. also supplies dairy products to Jaecas Specialty Food Products, Richbake, All Fresh and Clarmill Manufacturing. After the analyzing the entity's five year financial statement (2011-2015), The proponents found out that the entity is not able to manage its receivables efficiently which affects its profitability thus making it as the company's main problem. Hence, the proponents recommend for the entity to have an alternative course of action that involves the adaptation of reverse factoring. This is based on the justifications of when after the successful collection of payment from the account debtors; the factors subsequently remits the balance of the invoice amounts, usually called the reserve to the client, minus the factor’s earned fees, And furnishes a buffer against defaults by clients and/or account debtors. this will allow the entity to transfer their credit risk and allow firms to borrow greater amount at lower costs. It also only requires the legal environment to sell or assign accounts receivables but does not require good collateral laws or efficient judicial systems. This action is expected to increase accounts receivable turnover and sales and decrease the administration costs and average collection period. "
104,book_pic/image.jpg,Five Year Financial Plan: Lead Core Technology Systems Inc. ,"Iglopas, Jon Zedrick B., Macalalad, Derrilson G., Manalo, Celine Andrea V., Dinglasan, Princess Diana C., Abriam, Vanessa Ann R., Ferriolm, Kimberly D., Jayona, Amielle Joy I., Mapano, Raymund C., Vallejo, Nenita P., Wong, Leonora Ahn B. ",February ,2018,PLM Business School,Bachelor of Science in Business Administration major in Finance Management,Undergraduate,No available abstract for Five Year Financial Plan: Lead Core Technology Systems Inc.
105,book_pic/image.jpg,A Five Year Financial Plan for The Electric Group (Phil.) Corporation,"Socito, Leira Mae M., Gatmen, Klaire Ann B., Chua, Aldwin Jared D., Cabañes, Ma. Lourdes R., Alcantara, Alvin B., Amaya, Anne Cristine O., Delos SAntos, Camille D. Esperas, Ma. Jellie Mae D., Mercado, Hernan C., Samaniego, Reggie Boie R.",February,2018,PLM Business School,Bachelor of Science in Business Administration major in Finance Management,Undergraduate,"This study is designed to create a financial plan of The Electric Group (Phil.) Corporation. the financial problem is mainly focused on having low profitability level of the entity. The analysts used A5 year audited financial statements of the entity from 2012 2016 to make a financial analysis of the entity's problem. After carefully studying both internal and external environment of the entity, the financial ratios and historical data of the entity through their financial statements, the analysts come up to have four alternative courses of action. these are Switching of Supplier with the same brand of different locale (China), Purchase products from local exclusive distributor by buying only marketable products, Diversification of Brands and Obtaining lower cost of supplies from China and retain lower cost of supplies from Malaysia. Among these four courses of action, the analysts decided that obtaining lower cost of supplies from China and retain lower cost of supplies from Malaysia is the best suited course of action to implement based on the financial problem they have in the entity. With the use of forecasted financial statements of the entity, the analysts projected the financial statements of the entity after employing the selected course of action. The course of action used by the analysts was able to increase Net Profit by 150% to 250% by the end of the year of implementation, decrease the entities cost of sales by 12% to 20% during the implementation and improve Liquidity Position during the 5-year plan."
106,book_pic/image.jpg,A Strategic Financial Plan: SFA Semcon Philippines Corporation,"Salon, Jeremy P., Palmario, Elise Bernadette Z., Tiu, Mary Jame, Dela Cruz., Laurene Mae G., Ampo, Gea Marie D., Cardeñola, Roanne Fe A., Dulay, Jenris Julia A., Gardose, Randy P., Manalang, Alice M., Peñaflor, Julia Grace S. ",February ,2019,PLM Business School,Bachelor of Science in Business Administration major in Finance Management,Undergraduate,"SFA Semcon Philippines Corporation has been in the manufacturing industry of semiconductor products in the Philippines for nearly a decade and has always been recognized as one of the top exporters of semiconductor products located in Clark Freeport Zone Pampanga. For the past years, SFA supplies its products to its biggest client, Samsung Electronics Co., Ltd. after analyzing the audited financial statements of the entity from years 2013 to 2017 and after thoroughly studying its internal and external environment, the proponents seek to find the appropriate combination of the capital structure for better capital management.This five year financial plan of SFA Semcon Philippines Corporation proposes to execute the computed Optimal Capital Structure of the entity. Its implementation will cost the entity an amount of Php 2,958,363,648.24 that will include buyback of 1,014,894,362 worth of outstanding share at Php 2.00 par value from investors for the issuance of bonds worth 4,982,325,060.45. "
107,book_pic/image.jpg,A Five Year Financial Plan of Fastrust Services Inc. ,"Magtibay, Diana Rose A., Acuña, Reina Ann A., Mayang, Stephanie S., Lopez, Joan Marie B., Manuel, Jefferson C., Nebato, Shiela Joy R., Quirez, Vincent James E., Retuya, Aimee C.",February,2017,PLM Business School,Bachelor of Science in Business Administration major in Finance Management,Undergraduate,"This thesis is a 5-year financial plan of Fastrust Services Inc., a manpower services provider with primary operation with outsourcing of logistics entities. The proponents carefully studied and analyzed other data about the entity especially financial data to obtain the main problem, to select the best recommendation and to make a financial plan. Fastrust Services Inc. was established in 1998 as a Courier and Messengerial industry and had become a Manpower Services Provider in 2005. The entity has developed Courier and Outsourcing Services, specializing in Courier, Driver, Warehouse personnel and Backroom supports and Fleet Management. It had also extended its niche services to Restaurant B Cityusiness, becoming pioneer of its kind. The entity's main problem is low collection period of its accounts receivables. It's a specific problems include the entities most liquid assets and easily liquidating assets are insufficient to cover their immediate obligations grandma cash from operating activities is not enough to cover short term debt, and entity is on the verge of bankruptcy and has little capacity to expand. With the aforementioned problems, these five-year financial plan aims to fix its collection period. To solve all of these current problems of the entity, the researchers recommend to establish a credit and collection department to help the entities speed up its accounts receivables collection period, improve cash inflows, improve liquidity and capital structure."
108,book_pic/image.jpg,A Five Year Financial Plan for HB Lumbang Electric and Industrial Corporation ,"Centeno, Darlene P., Aguila, Gladys Claire F., Crebillo, Jacqueline G., Fernando, Leira Mae S., Grapa, Ma. Diana Rose C., Libante, Elyssa Ninna Marie V., Madison, Beatrice G., Musni, Alona Rose D., Ocampo, Aira Janine S., Quilop, Romela, Tongol, Katrina Anne T. ",February,2017,PLM Business School,Bachelor of Science in Business Administration major in Finance Management,Undergraduate,No available abstract for A Five Year Financial Plan for HB Lumbang Electric and Industrial Corporation 
109,book_pic/image.jpg,A Strategic Financial Plan: PLDT Inc. ,"Mira-Ato, Kate Nicole T., Dominguez, Ma. Gelene E., Rivera, Christine Joy P., Mendoza, Jacklyn Grace B., Cadano, Joe Mhary, Doctor, Grace Elizabeth T., Gonzales, Karl Vincent M., Pundag, Shairah M., Saragena, Queenie Elizabeth T., Tuyor, Justine A. ",January,2019,PLM Business School,Bachelor of Science in Business Administration major in Finance Management,Undergraduate,"This feasibility study is about a five year financial plan of PLDT Inc. and Subsidiaries that provides an analysis and evaluation of the company's financial position in the industry. PLDT Inc. Is the leading telecommunications and digital services provider in the Philippines and is recognized as the largest and most diversified Telecommunications Company in the Philippines which delivers data and multi-media services nationwide. The study purposely aims to improve the entities liquidity, profitability, receivable turnover, and their working capital such as the increase in net sales by 50%, increase in cash and cash equivalents by 50%, reduce average take collection of receivables, increased working capital by 30% for the next five years. The main problem of this study is the entity’s low generation of net sales or revenue. In particular, the study draws attention to the fact that the entity is illiquid. Furthermore, the entity is discovered to be highly financed by debt, has long due receivables and has insufficient working capital resulting that the company's difficulty in meeting their short-term debt obligations using its cash. Based on the thorough analysis of the data gathered in financial statements of PLDT Inc. and Subsidiaries, The proponents chose the alternative course of action II which is Joint Venture with Converge ICT Solutions Inc. as the best solution to the company's current situation. Using this course of action, the proponents projected an increase in revenue of 23.37% on the average and the improvement of its working capital by 67% of the average."
110,book_pic/image.jpg,Five Year Financial Plan of Aprisa Business Process Solutions Inc. ,"Jabonete, Jessa Mae J., Dela Cruz, Rochelle A., Dela Cruz, Shara Mae B., Deniega, Kendrex S., Fajardo, Vanessa Fritz C., Feliciano, Veronica Lei P., Ibañez, Marlon P., Llido, Rosebelle D., Lumanog, Portia L., Salvatierra, Michaela Therese, Sayo, Cassandra ",February,2017,PLM Business School,Bachelor of Science in Business Administration major in Finance Management,Undergraduate,"Aprisa Business Process Solutions, Inc. was incorporated in the Philippines on September 21, 2010. It is wholly owned subsidiary of Ayala Land, Inc. ALI’S parent company is Ayala Corporation, a publicly-lined company, which is 52.61% owned by Mermac, Inc., 10.92% owned by Mitsubishi Corporation and the rest by the public. However, the entity is experiencing difficulty maximizing its profits. Based on their financial statements, there is an extensive amount of operating expenses which leads to a low net income. In this case, the entity's assets and equity are exposed to greater chance of delayed and postponed profit. Therefore, the proponents aim to recommend the best alternative course of action that can reduce the entity’s operating costs and increase its profitability. After in-depth analysis, it is recommended that Aprisa Business Process Solutions, Inc. reduce its manpower costs and engage in subcontracting based on the following justification: Decrease Direct Operating Expenses, increase revenue, Eliminate redundant and unnecessary tasks, Direct personnel's efforts lowered score organizational activities, Eliminate delays in job completion, Enhance employees efficiency on accomplishing tasks, and Develop a cost effective option in seasonal planning."
